ID,X,Y,Location,Point_Type,Edge_Type,Hard_Mater,Adj_LU,Erosion,Owner,Adj_H1,Vegetation,Hab_W1,Adj_H2,Vegetati_1,Hab_W2,Adj_H3,Vegetati_2,Hab_W3,Adj_H4,Vegetati_3,Hab_W4,IT_Width,Slope,0yster_Pre,Seagrass_P,geometry
4288,-80.611862,28.100015,Melbourne,Transect,Bulkhead,Concrete,Commercial,3,Private,Vegetation,99,0,Water,0,0,,0,0,,,,0,0.0,Yes,,POINT (-80.611862 28.100015)
4289,-80.612515,28.100067,Melbourne,Transect,No Structure,,Road,2,Public,Vegetation,"101, 133",1,Sand,0,2,Water,0,0,,,,4,15.0,No,,POINT (-80.612515 28.100067)
4290,-80.612765,28.100305,Melbourne,Transect,No Structure,,Road,2,Public,Vegetation,"101, 133",1,Sand,0,2,Water,0,0,,,,4,15.0,No,,POINT (-80.612765 28.100305)
4291,-80.612923,28.100499,Melbourne,Transect,Hard Slope,Rubble,Road,1,Public,Vegetation,"101, 133",1,"Sand, Rock",0,2,Water,0,0,,,,3,35.0,No,,POINT (-80.612923 28.100499)
4292,-80.613119,28.100808,Melbourne,Transect,Hard Slope,Rubble,Road,1,Public,Vegetation,"101, 133",1,"Sand, Rock",0,2,Water,0,0,,,,3,35.0,No,,POINT (-80.613119 28.100808)
4293,-80.603289,28.082949,Melbourne,Transect,Hard Slope,Rubble,Residential,2,Private,"Rock, Vegetation","101, 133",1,"Sand, Rock",0,2,Water,0,0,,,,3,25.0,Yes,,POINT (-80.603289 28.082949)
4294,-80.613237,28.101088,Melbourne,Transect,No Structure,,Road,1,Public,Vegetation,"101, 133",2,Sand,0,2,Water,0,0,,,,4,25.0,No,,POINT (-80.613237 28.101088)
4295,-80.613409,28.10138,Melbourne,Transect,No Structure,,Road,1,Public,Vegetation,"101, 133",2,Sand,0,2,Water,0,0,,,,4,25.0,No,,POINT (-80.613409 28.10138)
4296,-80.61354,28.101683,Melbourne,Transect,No Structure,,Road,1,Public,Vegetation,"101, 133",2,Sand,0,2,Water,0,0,,,,4,25.0,No,,POINT (-80.61354 28.101683)
4297,-80.613683,28.101911,Melbourne,Transect,Hard Slope,Riprap,Road,3,Public,"Rock, Vegetation","110, 133",2,Sand,0,1,Water,0,0,,,,3,45.0,Yes,,POINT (-80.613683 28.101911)
4298,-80.577025,28.091034,Melbourne,Transect,Bulkhead,"Concrete, Metal",Residential,3,Private,Vegetation,99,0,Water,0,0,,0,0,,,,0,0.0,No,,POINT (-80.577025 28.091034)
4299,-80.577107,28.091285,Melbourne,Transect,Hard Slope,Riprap,Residential,3,Private,Rock,,2,"Sand, Rock",0,5,Water,0,0,,,,2,40.0,Yes,,POINT (-80.577107 28.091285)
4300,-80.577226,28.091558,Melbourne,Transect,Hard Slope,Riprap,Residential,3,Private,Rock,,2,"Sand, Rock",0,5,Water,0,0,,,,2,40.0,Yes,,POINT (-80.577226 28.091558)
4301,-80.577368,28.091808,Melbourne,Transect,Hard Slope,Riprap,Residential,3,Private,Rock,,2,"Sand, Rock",0,5,Water,0,0,,,,2,40.0,Yes,,POINT (-80.577368 28.091808)
4302,-80.577476,28.092082,Melbourne,Transect,Hard Slope,Riprap,Residential,3,Private,Rock,,2,"Sand, Rock",0,5,Water,0,0,,,,2,40.0,Yes,,POINT (-80.577476 28.092082)
4303,-80.57766,28.092439,Melbourne,Transect,Hard Slope,Riprap,Residential,3,Private,Rock,,2,"Sand, Rock",0,5,Water,0,0,,,,2,40.0,Yes,,POINT (-80.57766 28.092439)
4304,-80.577822,28.092678,Melbourne,Transect,Bulkhead,"Wood, Metal",Residential,3,Private,Vegetation,99,0,Water,0,0,,0,0,,,,0,0.0,Yes,,POINT (-80.577822 28.092678)
4305,-80.577977,28.092969,Melbourne,Transect,Bulkhead,"Wood, Metal",Residential,3,Private,Vegetation,99,0,Water,0,0,,0,0,,,,0,0.0,Yes,,POINT (-80.577977 28.092969)
4306,-80.578144,28.093273,Melbourne,Transect,Bulkhead,"Wood, Metal",Residential,3,Private,Vegetation,99,0,Water,0,0,,0,0,,,,0,0.0,Yes,,POINT (-80.578144 28.093273)
4307,-80.57836,28.09357,Melbourne,Transect,Hard Slope,Rubble,Residential,3,Private,"Rock, Vegetation",99,1,Vegetation,112,4,Water,0,0,,,,5,35.0,No,,POINT (-80.57836 28.09357)
4308,-80.578657,28.093646,Melbourne,Transect,Hard Slope,Rubble,Residential,3,Private,"Rock, Vegetation","99, 108",0,Rock,0,1,"Sand, Rock",0,0,Water,,0,2,40.0,Yes,,POINT (-80.578657 28.093646)
4309,-80.578616,28.093991,Melbourne,Transect,Hard Slope,Rubble,Residential,3,Private,"Rock, Vegetation","99, 108",0,Rock,0,1,"Sand, Rock",0,0,Water,,0,2,40.0,Yes,,POINT (-80.578616 28.093991)
4310,-80.603391,28.083153,Melbourne,Transect,No Structure,,Residential,2,Private,Vegetation,"101, 133",2,"Sand, Rock",0,2,Water,0,0,,,,4,20.0,No,,POINT (-80.603391 28.083153)
4311,-80.60357,28.083355,Melbourne,Transect,No Structure,,Residential,2,Private,Vegetation,"101, 133",2,"Sand, Rock",0,2,Water,0,0,,,,4,20.0,No,,POINT (-80.60357 28.083355)
4312,-80.57877,28.09426,Melbourne,Transect,Hard Slope,Rubble,Residential,2,Private,Vegetation,103,1,Vegetation,101,1,"Sand, Vegetation",0,1,Water,,0,3,30.0,Yes,,POINT (-80.57877 28.09426)
4313,-80.57887,28.09435,Melbourne,Transect,Bulkhead,"Concrete, Metal",Residential,3,Private,Vegetation,99,0,Water,0,0,,0,0,,,,0,0.0,Yes,,POINT (-80.57887 28.09435)
4314,-80.578893,28.094515,Melbourne,Transect,"Bulkhead, Hard Slope","Concrete, Rubble",Residential,3,Private,Vegetation,99,0,"Rock, Vegetation",112,1,Water,0,0,,,,1,35.0,No,,POINT (-80.578893 28.094515)
4315,-80.57896,28.09463,Melbourne,Transect,No Structure,,Residential,2,Private,Vegetation,"101, 99",1,Sand,0,2,Water,0,0,,,,3,20.0,No,,POINT (-80.57896 28.09463)
4316,-80.579057,28.094914,Melbourne,Transect,Hard Slope,Rubble,Residential,3,Private,Vegetation,"99, 101",1,Rock,0,1,"Sand, Rock",0,0,Water,,0,2,40.0,Yes,,POINT (-80.579057 28.094914)
4317,-80.579259,28.095181,Melbourne,Transect,Hard Slope,Rubble,Residential,3,Private,Vegetation,"99, 101",1,Rock,0,1,"Sand, Rock",0,0,Water,,0,2,40.0,Yes,,POINT (-80.579259 28.095181)
4318,-80.579341,28.095221,Melbourne,Transect,"Bulkhead, Hard Slope","Concrete, Rubble",Residential,3,Private,Vegetation,99,0,Rock,0,0,Water,0,0,,,,0,50.0,Yes,,POINT (-80.579341 28.095221)
4319,-80.579585,28.09543,Melbourne,Transect,"Bulkhead, Hard Slope","Concrete, Rubble",Residential,3,Private,Vegetation,99,0,Rock,0,0,Water,0,0,,,,0,50.0,Yes,,POINT (-80.579585 28.09543)
4320,-80.579741,28.095576,Melbourne,Transect,Hard Slope,Rubble,Residential,3,Private,Rock,,3,"Sand, Rock",0,0,Water,0,0,,,,4,50.0,Yes,,POINT (-80.579741 28.095576)
4321,-80.579865,28.095844,Melbourne,Transect,Hard Slope,Rubble,Residential,3,Private,Rock,,3,"Sand, Rock",0,0,Water,0,0,,,,4,50.0,Yes,,POINT (-80.579865 28.095844)
4322,-80.579949,28.095952,Melbourne,Transect,Hard Slope,Riprap,Residential,3,Private,Rock,,2,"Sand, Rock",0,0,Water,0,0,,,,2,40.0,Yes,,POINT (-80.579949 28.095952)
4323,-80.603741,28.083562,Melbourne,Transect,No Structure,,Residential,3,Private,Vegetation,"133, 110",1,Vegetation,210,2,Sand,0,1,Water,,0,4,15.0,No,,POINT (-80.603741 28.083562)
4324,-80.603706,28.083806,Melbourne,Transect,No Structure,,Residential,3,Private,Vegetation,"133, 110",1,Vegetation,210,2,Sand,0,1,Water,,0,4,15.0,No,,POINT (-80.603706 28.083806)
4325,-80.580196,28.096212,Melbourne,Transect,Bulkhead,Wood,Residential,3,Private,Vegetation,99,0,Water,0,0,,0,0,,,,0,0.0,No,,POINT (-80.580196 28.096212)
4326,-80.580452,28.096444,Melbourne,Transect,Bulkhead,Wood,Residential,3,Private,Vegetation,99,0,Water,0,0,,0,0,,,,0,0.0,No,,POINT (-80.580452 28.096444)
4327,-80.580621,28.096629,Melbourne,Transect,"Bulkhead, Hard Slope","Concrete, Rubble, Wood",Residential,3,Private,Vegetation,99,0,Rock,0,0,Water,0,0,,,,0,45.0,Yes,,POINT (-80.580621 28.096629)
4328,-80.580912,28.096802,Melbourne,Transect,"Bulkhead, Hard Slope","Concrete, Rubble, Wood",Residential,3,Private,Vegetation,99,0,Rock,0,0,Water,0,0,,,,0,45.0,Yes,,POINT (-80.580912 28.096802)
4329,-80.581055,28.096958,Melbourne,Transect,Hard Slope,Riprap,Residential,3,Private,Vegetation,"99, 133",0,"Rock, Vegetation",0,1,"Sand, Rock",0,0,Water,,0,2,35.0,Yes,,POINT (-80.581055 28.096958)
4330,-80.581179,28.097196,Melbourne,Transect,Hard Slope,Riprap,Residential,3,Private,Vegetation,"99, 133",0,"Rock, Vegetation",0,1,"Sand, Rock",0,0,Water,,0,2,35.0,Yes,,POINT (-80.581179 28.097196)
4331,-80.581447,28.097309,Melbourne,Transect,Hard Slope,Riprap,Residential,3,Private,Vegetation,"99, 133",0,"Rock, Vegetation",0,1,"Sand, Rock",0,0,Water,,0,2,35.0,Yes,,POINT (-80.581447 28.097309)
4332,-80.581768,28.097493,Melbourne,Transect,Hard Slope,Riprap,Residential,3,Private,Vegetation,"99, 133",0,"Rock, Vegetation",0,1,"Sand, Rock",0,0,Water,,0,2,35.0,Yes,,POINT (-80.581768 28.097493)
4333,-80.58209,28.097642,Melbourne,Transect,Hard Slope,Riprap,Residential,3,Private,Vegetation,"99, 133",0,"Rock, Vegetation",0,1,"Sand, Rock",0,0,Water,,0,2,35.0,Yes,,POINT (-80.58209 28.097642)
4334,-80.582331,28.097733,Melbourne,Transect,Bulkhead,Concrete,Residential,3,Private,Vegetation,99,0,Rock,0,0,Water,0,0,,,,0,0.0,No,,POINT (-80.582331 28.097733)
4335,-80.582624,28.097887,Melbourne,Transect,"Bulkhead, Hard Slope","Rubble, Wood",Residential,3,Private,Vegetation,99,0,Rock,0,2,"Sand, Rock",0,0,Water,,0,0,85.0,Yes,,POINT (-80.582624 28.097887)
4336,-80.58291,28.097994,Melbourne,Transect,"Bulkhead, Hard Slope","Rubble, Wood",Residential,3,Private,Vegetation,99,0,Rock,0,2,"Sand, Rock",0,0,Water,,0,0,85.0,Yes,,POINT (-80.58291 28.097994)
4337,-80.583151,28.098189,Melbourne,Transect,Hard Slope,Rubble,Residential,3,Private,Rock,,2,water,0,0,,0,0,,,,2,40.0,Yes,,POINT (-80.583151 28.098189)
4338,-80.583436,28.098374,Melbourne,Transect,Hard Slope,Rubble,Residential,3,Private,Rock,,2,water,0,0,,0,0,,,,2,40.0,Yes,,POINT (-80.583436 28.098374)
4339,-80.583646,28.098528,Melbourne,Transect,Bulkhead,"Concrete, Wood",Residential,3,Private,Vegetation,99,0,Rock,0,1,"Sand, Rock",0,0,Water,,0,0,0.0,Yes,,POINT (-80.583646 28.098528)
4340,-80.583962,28.0986,Melbourne,Transect,Bulkhead,"Concrete, Wood",Residential,3,Private,Vegetation,99,0,Rock,0,1,"Sand, Rock",0,0,Water,,0,0,0.0,Yes,,POINT (-80.583962 28.0986)
4341,-80.584301,28.098653,Melbourne,Transect,Bulkhead,"Concrete, Wood",Residential,3,Private,Vegetation,99,0,Rock,0,1,"Sand, Rock",0,0,Water,,0,0,0.0,Yes,,POINT (-80.584301 28.098653)
4342,-80.584634,28.098677,Melbourne,Transect,Bulkhead,"Concrete, Wood",Residential,3,Private,Vegetation,99,0,Rock,0,1,"Sand, Rock",0,0,Water,,0,0,0.0,Yes,,POINT (-80.584634 28.098677)
4343,-80.584979,28.098701,Melbourne,Transect,Bulkhead,"Concrete, Wood",Residential,3,Private,Vegetation,99,0,Rock,0,1,"Sand, Rock",0,0,Water,,0,0,0.0,Yes,,POINT (-80.584979 28.098701)
4344,-80.58536,28.09879,Melbourne,Transect,Bulkhead,"Concrete, Wood",Residential,3,Private,Vegetation,99,0,Rock,0,1,"Sand, Rock",0,0,Water,,0,0,0.0,Yes,,POINT (-80.58536 28.09879)
4345,-80.58574,28.098868,Melbourne,Transect,Bulkhead,"Concrete, Wood",Residential,3,Private,Vegetation,99,0,Rock,0,1,"Sand, Rock",0,0,Water,,0,0,0.0,Yes,,POINT (-80.58574 28.098868)
4346,-80.585806,28.099195,Melbourne,Transect,Bulkhead,"Concrete, Wood",Residential,3,Private,Vegetation,99,0,Rock,0,1,"Sand, Rock",0,0,Water,,0,0,0.0,Yes,,POINT (-80.585806 28.099195)
4347,-80.585731,28.099576,Melbourne,Transect,Hard Slope,Rubble,Residential,2,Private,Vegetation,"102, 111, 110",2,Water,0,0,,0,0,,,,3,15.0,Yes,,POINT (-80.585731 28.099576)
4348,-80.585555,28.099799,Melbourne,Transect,Bulkhead,Wood,Residential,3,Private,Vegetation,99,0,Rock,0,1,Water,0,0,,,,0,0.0,Yes,,POINT (-80.585555 28.099799)
4349,-80.585394,28.100084,Melbourne,Transect,Bulkhead,Wood,Residential,3,Private,Vegetation,99,0,Rock,0,1,Water,0,0,,,,0,0.0,Yes,,POINT (-80.585394 28.100084)
4350,-80.585313,28.100232,Melbourne,Transect,"Bulkhead, Hard Slope","Rubble, Wood",Residential,3,Private,Vegetation,99,0,Water,0,0,,0,0,,,,1,45.0,Yes,,POINT (-80.585313 28.100232)
4351,-80.585129,28.100476,Melbourne,Transect,"Bulkhead, Hard Slope","Rubble, Wood",Residential,3,Private,Vegetation,99,0,Water,0,0,,0,0,,,,1,45.0,Yes,,POINT (-80.585129 28.100476)
4352,-80.603886,28.084034,Melbourne,Transect,No Structure,,Residential,2,Private,Vegetation,"101, 133",1,"Sand, Rock",0,2,Water,0,0,,,,3,15.0,No,,POINT (-80.603886 28.084034)
4353,-80.604195,28.084188,Melbourne,Transect,No Structure,,Residential,2,Private,Vegetation,"101, 133",1,"Sand, Rock",0,2,Water,0,0,,,,3,15.0,No,,POINT (-80.604195 28.084188)
4354,-80.585021,28.100584,Melbourne,Transect,Bulkhead,"Wood, Metal",Residential,3,Private,Vegetation,99,0,Rock,0,0,Water,0,0,,,,0,0.0,No,,POINT (-80.585021 28.100584)
4355,-80.584791,28.100872,Melbourne,Transect,"Bulkhead, Hard Slope","Rubble, Wood",Residential,3,Private,Vegetation,99,0,,0,0,,0,0,,,,0,85.0,Yes,,POINT (-80.584791 28.100872)
4356,-80.584649,28.10116,Melbourne,Transect,Bulkhead,"Wood, Metal",Residential,3,Private,Vegetation,99,0,Water,0,0,,0,0,,,,0,0.0,No,,POINT (-80.584649 28.10116)
4357,-80.584482,28.101433,Melbourne,Transect,Bulkhead,"Wood, Metal",Residential,3,Private,Vegetation,99,0,Water,0,0,,0,0,,,,0,0.0,No,,POINT (-80.584482 28.101433)
4358,-80.584304,28.101719,Melbourne,Transect,Bulkhead,"Wood, Metal",Residential,3,Private,Vegetation,99,0,Water,0,0,,0,0,,,,0,0.0,No,,POINT (-80.584304 28.101719)
4359,-80.584113,28.102046,Melbourne,Transect,Bulkhead,"Wood, Metal",Residential,3,Private,Vegetation,99,0,Water,0,0,,0,0,,,,0,0.0,No,,POINT (-80.584113 28.102046)
4360,-80.583905,28.10232,Melbourne,Transect,Bulkhead,"Wood, Metal",Residential,3,Private,Vegetation,99,0,Water,0,0,,0,0,,,,0,0.0,No,,POINT (-80.583905 28.10232)
4361,-80.583835,28.102484,Melbourne,Transect,"Bulkhead, Hard Slope","Riprap, Wood",Residential,3,Private,Vegetation,99,0,Rock,0,1,Water,0,0,,,,1,45.0,No,,POINT (-80.583835 28.102484)
4362,-80.583746,28.102811,Melbourne,Transect,"Bulkhead, Hard Slope","Riprap, Wood",Residential,3,Private,Vegetation,99,0,Rock,0,1,Water,0,0,,,,1,45.0,No,,POINT (-80.583746 28.102811)
4363,-80.583706,28.103068,Melbourne,Transect,Bulkhead,"Concrete, Metal",Residential,3,Private,Vegetation,99,0,Water,0,0,,0,0,,,,0,0.0,No,,POINT (-80.583706 28.103068)
4364,-80.583509,28.103348,Melbourne,Transect,"Bulkhead, Hard Slope","Concrete, Rubble",Residential,3,Private,Vegetation,99,0,Rock,0,1,Water,0,0,,,,1,55.0,Yes,,POINT (-80.583509 28.103348)
4365,-80.583465,28.10364,Melbourne,Transect,Bulkhead,Wood,Residential,3,Private,Vegetation,99,0,Water,0,0,,0,0,,,,0,0.0,Yes,,POINT (-80.583465 28.10364)
4366,-80.583375,28.103979,Melbourne,Transect,Bulkhead,Wood,Residential,3,Private,Vegetation,99,0,Water,0,0,,0,0,,,,0,0.0,Yes,,POINT (-80.583375 28.103979)
4367,-80.583333,28.104252,Melbourne,Transect,Hard Slope,Riprap,Residential,3,Private,Rock,,2,"Sand, Rock",0,0,Water,0,0,,,,2,45.0,Yes,,POINT (-80.583333 28.104252)
4368,-80.583309,28.104579,Melbourne,Transect,Hard Slope,Riprap,Residential,3,Private,Rock,,2,"Sand, Rock",0,0,Water,0,0,,,,2,45.0,Yes,,POINT (-80.583309 28.104579)
4369,-80.583305,28.104733,Melbourne,Transect,Bulkhead,"Concrete, Wood, Metal",Residential,3,Private,Vegetation,99,0,Water,0,0,,0,0,,,,0,0.0,Yes,,POINT (-80.583305 28.104733)
4370,-80.583347,28.105066,Melbourne,Transect,Bulkhead,"Concrete, Wood, Metal",Residential,3,Private,Vegetation,99,0,Water,0,0,,0,0,,,,0,0.0,Yes,,POINT (-80.583347 28.105066)
4371,-80.58343,28.105363,Melbourne,Transect,Bulkhead,"Concrete, Wood, Metal",Residential,3,Private,Vegetation,99,0,Water,0,0,,0,0,,,,0,0.0,Yes,,POINT (-80.58343 28.105363)
4372,-80.583483,28.105525,Melbourne,Transect,"Bulkhead, Hard Slope","Concrete, Rubble, Metal",Residential,3,Private,Vegetation,99,0,Rock,0,0,Water,0,0,,,,0,0.0,Yes,,POINT (-80.583483 28.105525)
4373,-80.583596,28.105793,Melbourne,Transect,"Bulkhead, Hard Slope","Concrete, Rubble, Metal",Residential,3,Private,Vegetation,99,0,Rock,0,0,Water,0,0,,,,0,0.0,Yes,,POINT (-80.583596 28.105793)
4374,-80.583657,28.105916,Melbourne,Transect,Hard Slope,Rubble,Residential,2,Private,Vegetation,"101, 518",0,Rock,0,1,"Sand, Rock",0,0,Water,,0,2,0.0,Yes,,POINT (-80.583657 28.105916)
4375,-80.58385,28.10609,Melbourne,Transect,Bulkhead,"Concrete, Wood, Metal",Residential,3,Private,Vegetation,99,0,Water,0,0,,0,0,,,,0,0.0,Yes,,POINT (-80.58385 28.10609)
4376,-80.584028,28.106322,Melbourne,Transect,Bulkhead,"Concrete, Wood, Metal",Residential,3,Private,Vegetation,99,0,Water,0,0,,0,0,,,,0,0.0,Yes,,POINT (-80.584028 28.106322)
4377,-80.584195,28.10656,Melbourne,Transect,Bulkhead,"Concrete, Wood, Metal",Residential,3,Private,Vegetation,99,0,Water,0,0,,0,0,,,,0,0.0,Yes,,POINT (-80.584195 28.10656)
4378,-80.584415,28.106905,Melbourne,Transect,Bulkhead,"Concrete, Wood, Metal",Residential,3,Private,Vegetation,99,0,Water,0,0,,0,0,,,,0,0.0,Yes,,POINT (-80.584415 28.106905)
4379,-80.584505,28.106982,Melbourne,Transect,Hard Slope,Riprap,Residential,3,Private,Rock,,1,"Sand, Rock",0,0,Water,0,0,,,,2,40.0,Yes,,POINT (-80.584505 28.106982)
4380,-80.58483,28.10716,Melbourne,Transect,"Bulkhead, Hard Slope","Concrete, Rubble",Residential,3,Private,Vegetation,99,0,Rock,0,0,Water,0,0,,,,0,0.0,Yes,,POINT (-80.58483 28.10716)
4381,-80.5851,28.1073,Melbourne,Transect,Bulkhead,"Concrete, Metal",Residential,3,Private,Vegetation,99,0,Water,0,0,,0,0,,,,0,0.0,No,,POINT (-80.5851 28.1073)
4382,-80.585386,28.107431,Melbourne,Transect,Bulkhead,"Concrete, Metal",Residential,3,Private,Vegetation,99,0,Water,0,0,,0,0,,,,0,0.0,No,,POINT (-80.585386 28.107431)
4383,-80.585711,28.107654,Melbourne,Transect,"Bulkhead, Hard Slope","Concrete, Riprap",Residential,3,Private,Vegetation,99,0,Rock,0,1,Water,0,0,,,,1,0.0,Yes,,POINT (-80.585711 28.107654)
4384,-80.586052,28.107804,Melbourne,Transect,"Bulkhead, Hard Slope","Rubble, Wood, Metal",Residential,3,Private,Vegetation,99,0,Rock,0,0,Water,0,0,,,,0,80.0,Yes,,POINT (-80.586052 28.107804)
4385,-80.586356,28.10794,Melbourne,Transect,"Bulkhead, Hard Slope","Rubble, Wood, Metal",Residential,3,Private,Vegetation,99,0,Rock,0,0,Water,0,0,,,,0,80.0,Yes,,POINT (-80.586356 28.10794)
4386,-80.604474,28.084426,Melbourne,Transect,Hard Slope,Riprap,Residential,3,Private,Rock,,1,Sand,0,2,Water,0,0,,,,3,45.0,No,,POINT (-80.604474 28.084426)
4387,-80.586437,28.108094,Melbourne,Transect,Bulkhead,"Wood, Metal",Residential,3,Private,Vegetation,99,0,Water,0,0,,0,0,,,,0,0.0,No,,POINT (-80.586437 28.108094)
4388,-80.58652,28.108368,Melbourne,Transect,Bulkhead,"Wood, Metal",Residential,3,Private,Vegetation,99,0,Water,0,0,,0,0,,,,0,0.0,No,,POINT (-80.58652 28.108368)
4389,-80.586591,28.108612,Melbourne,Transect,Bulkhead,"Wood, Metal",Residential,3,Private,Vegetation,99,0,Water,0,0,,0,0,,,,0,0.0,No,,POINT (-80.586591 28.108612)
4390,-80.586669,28.108885,Melbourne,Transect,Bulkhead,"Wood, Metal",Residential,3,Private,Vegetation,99,0,Water,0,0,,0,0,,,,0,0.0,No,,POINT (-80.586669 28.108885)
4391,-80.586597,28.109153,Melbourne,Transect,Bulkhead,"Wood, Metal",Residential,3,Private,Vegetation,99,0,Water,0,0,,0,0,,,,0,0.0,No,,POINT (-80.586597 28.109153)
4392,-80.58655,28.109468,Melbourne,Transect,Bulkhead,"Wood, Metal",Residential,3,Private,Vegetation,99,0,Water,0,0,,0,0,,,,0,0.0,No,,POINT (-80.58655 28.109468)
4393,-80.586484,28.109748,Melbourne,Transect,Bulkhead,"Wood, Metal",Residential,3,Private,Vegetation,99,0,Water,0,0,,0,0,,,,0,0.0,No,,POINT (-80.586484 28.109748)
4394,-80.586466,28.110075,Melbourne,Transect,Bulkhead,"Wood, Metal",Residential,3,Private,Vegetation,99,0,Water,0,0,,0,0,,,,0,0.0,No,,POINT (-80.586466 28.110075)
4395,-80.586437,28.110337,Melbourne,Transect,Bulkhead,"Wood, Metal",Residential,3,Private,Vegetation,99,0,Water,0,0,,0,0,,,,0,0.0,No,,POINT (-80.586437 28.110337)
4396,-80.586365,28.110664,Melbourne,Transect,Bulkhead,"Wood, Metal",Residential,3,Private,Vegetation,99,0,Water,0,0,,0,0,,,,0,0.0,No,,POINT (-80.586365 28.110664)
4397,-80.58627,28.110973,Melbourne,Transect,Bulkhead,"Wood, Metal",Residential,3,Private,Vegetation,99,0,Water,0,0,,0,0,,,,0,0.0,No,,POINT (-80.58627 28.110973)
4398,-80.586223,28.111271,Melbourne,Transect,Bulkhead,"Wood, Metal",Residential,3,Private,Vegetation,99,0,Water,0,0,,0,0,,,,0,0.0,No,,POINT (-80.586223 28.111271)
4399,-80.586187,28.111562,Melbourne,Transect,Bulkhead,"Wood, Metal",Residential,3,Private,Vegetation,99,0,Water,0,0,,0,0,,,,0,0.0,No,,POINT (-80.586187 28.111562)
4400,-80.58624,28.111901,Melbourne,Transect,Bulkhead,"Wood, Metal",Residential,3,Private,Vegetation,99,0,Water,0,0,,0,0,,,,0,0.0,No,,POINT (-80.58624 28.111901)
4401,-80.586413,28.112103,Melbourne,Transect,Bulkhead,"Wood, Metal",Residential,3,Private,Vegetation,99,0,Water,0,0,,0,0,,,,0,0.0,No,,POINT (-80.586413 28.112103)
4402,-80.586365,28.112371,Melbourne,Transect,Bulkhead,"Wood, Metal",Residential,3,Private,Vegetation,99,0,Water,0,0,,0,0,,,,0,0.0,No,,POINT (-80.586365 28.112371)
4403,-80.586342,28.112698,Melbourne,Transect,Bulkhead,"Wood, Metal",Residential,3,Private,Vegetation,99,0,Water,0,0,,0,0,,,,0,0.0,No,,POINT (-80.586342 28.112698)
4404,-80.586312,28.113014,Melbourne,Transect,Bulkhead,"Wood, Metal",Residential,3,Private,Vegetation,99,0,Water,0,0,,0,0,,,,0,0.0,No,,POINT (-80.586312 28.113014)
4405,-80.586345,28.113356,Melbourne,Transect,Hard Slope,Riprap,Residential,3,Private,Rock,,2,"Sand, Rock",0,1,Water,0,0,,,,4,40.0,Yes,,POINT (-80.586345 28.113356)
4406,-80.586403,28.113684,Melbourne,Transect,Bulkhead,"Concrete, Wood, Metal",Residential,1,Private,Vegetation,"99, 123",0,Water,0,0,,0,0,,,,0,0.0,Yes,,POINT (-80.586403 28.113684)
4407,-80.586492,28.113975,Melbourne,Transect,Bulkhead,"Concrete, Wood, Metal",Residential,1,Private,Vegetation,"99, 123",0,Water,0,0,,0,0,,,,0,0.0,Yes,,POINT (-80.586492 28.113975)
4408,-80.586599,28.114261,Melbourne,Transect,Bulkhead,"Concrete, Wood, Metal",Residential,1,Private,Vegetation,"99, 123",0,Water,0,0,,0,0,,,,0,0.0,Yes,,POINT (-80.586599 28.114261)
4409,-80.586682,28.114546,Melbourne,Transect,Bulkhead,"Concrete, Wood, Metal",Residential,1,Private,Vegetation,"99, 123",0,Water,0,0,,0,0,,,,0,0.0,Yes,,POINT (-80.586682 28.114546)
4410,-80.586771,28.114844,Melbourne,Transect,Bulkhead,"Concrete, Wood, Metal",Residential,1,Private,Vegetation,"99, 123",0,Water,0,0,,0,0,,,,0,0.0,Yes,,POINT (-80.586771 28.114844)
4411,-80.586879,28.115171,Melbourne,Transect,Bulkhead,"Concrete, Wood, Metal",Residential,1,Private,Vegetation,"99, 123",0,Water,0,0,,0,0,,,,0,0.0,Yes,,POINT (-80.586879 28.115171)
4412,-80.586968,28.115468,Melbourne,Transect,Bulkhead,"Concrete, Wood, Metal",Residential,1,Private,Vegetation,"99, 123",0,Water,0,0,,0,0,,,,0,0.0,Yes,,POINT (-80.586968 28.115468)
4413,-80.587093,28.115736,Melbourne,Transect,Bulkhead,"Concrete, Wood, Metal",Residential,1,Private,Vegetation,"99, 123",0,Water,0,0,,0,0,,,,0,0.0,Yes,,POINT (-80.587093 28.115736)
4414,-80.587283,28.116016,Melbourne,Transect,Bulkhead,"Concrete, Wood, Metal",Residential,1,Private,Vegetation,"99, 123",0,Water,0,0,,0,0,,,,0,0.0,Yes,,POINT (-80.587283 28.116016)
4415,-80.587473,28.116271,Melbourne,Transect,Bulkhead,"Concrete, Wood, Metal",Residential,1,Private,Vegetation,"99, 123",0,Water,0,0,,0,0,,,,0,0.0,Yes,,POINT (-80.587473 28.116271)
4416,-80.58767,28.116539,Melbourne,Transect,Bulkhead,"Concrete, Wood, Metal",Residential,1,Private,Vegetation,"99, 123",0,Water,0,0,,0,0,,,,0,0.0,Yes,,POINT (-80.58767 28.116539)
4417,-80.587902,28.116759,Melbourne,Transect,Bulkhead,"Concrete, Wood, Metal",Residential,1,Private,Vegetation,"99, 123",0,Water,0,0,,0,0,,,,0,0.0,Yes,,POINT (-80.587902 28.116759)
4418,-80.58811,28.116944,Melbourne,Transect,Bulkhead,"Concrete, Wood, Metal",Residential,1,Private,Vegetation,"99, 123",0,Water,0,0,,0,0,,,,0,0.0,Yes,,POINT (-80.58811 28.116944)
